21,8
1,1,8,0,2
2,1,5,0,2
3,1,6,0,3
4,1,2,0,3
5,1,1,0,3
6,1,4,0,4
7,1,3,0,5
8,1,3,0,3
9,1,8,2,0
10,1,4,5,0
11,1,5,3,0
15,2,3,1,0
15,1,5,3,0
16,1,3,4,0
17,1,3,4,0
18,1,1,4,0
20,1,7,0,6
21,1,7,0,4
