12,4
1,1,4,0,2
2,1,3,0,2
2,2,4,0,1
3,1,1,0,2
3,2,3,0,1
3,3,4,0,1
4,1,1,0,1
4,2,3,0,1
4,3,4,0,1
5,1,1,1,0
5,2,3,2,0
5,3,4,1,0
6,1,1,1,0
6,2,2,0,2
6,3,3,1,0
6,4,4,1,0
7,1,4,5,0
9,1,4,0,1
10,1,4,2,0
11,1,3,1,0
11,2,4,1,0
12,1,4,0,1
