21,8
1,8,0,2
2,1,0,1
2,5,0,2
3,6,0,3
4,2,0,3
5,1,0,2
6,4,0,4
7,3,0,5
8,3,0,3
9,8,2,0
10,5,3,0
11,4,2,0
11,5,3,0
15,3,4,0
16,3,1,0
16,4,3,0
17,3,4,0
18,1,4,0
20,7,0,6
21,7,0,4
