21, 8, 70482.95
1,1,1,0,1
2,1,1,0,2
4,1,4,0,1
4,2,7,0,2
5,1,3,0,4
6,1,6,0,3
6,2,3,0,1
7,1,4,0,1
8,1,4,0,1
8,2,7,0,3
9,1,4,2,0
10,1,1,4,0
10,2,4,1,0
11,1,3,2,0
11,2,4,1,0
12,1,3,0,2
13,1,2,0,1
13,2,5,0,2
14,1,2,0,2
15,1,3,3,0
15,2,5,1,0
16,1,4,1,0
16,2,5,1,0
17,1,3,3,0
17,2,8,0,1
18,1,3,1,0
18,2,5,2,0
18,3,8,1,0
19,1,3,0,1
19,2,5,2,0
19,3,8,1,0
20,1,7,0,3
20,2,8,0,1
21,1,4,0,1
21,2,7,0,2
