12, 4, 25188.4
2,1,3,0,1
2,2,4,0,2
4,1,1,0,1
4,2,4,0,2
5,1,2,0,1
5,2,1,1,0
5,3,4,3,0
6,1,4,4,0
6,2,3,1,0
7,1,1,0,1
7,2,3,3,0
9,1,4,0,2
10,1,4,1,0
10,2,1,0,1
11,1,4,2,0
11,2,3,0,1
11,3,1,1,0
12,1,4,0,1
12,2,3,0,2
12,3,2,0,1
